time,breath,heart,delta,theta,alpha
152,0.22328548644338117,1.2077091624558423,21.173291944625994,10.65275256460902,43.88501035575872
153,0.22617124394184165,1.2190476190476192,21.66043372816756,9.948646826068464,65.87759108917581
154,0.2291325695581015,1.2296323665250324,17.10333238514652,10.148589409669569,37.06807982875146
155,0.23217247097844113,1.2469009978431418,19.681928842847363,9.016425245829604,52.69303004203317
156,0.23529411764705882,1.2374985333802653,26.352615134782166,9.751492206803011,52.37171838497918
157,0.23217247097844113,1.1859750198852033,22.251458303867288,10.256244336159586,51.54175320133493
158,0.2291325695581015,1.18886302904922,38.029489136238304,11.242349733380554,52.6231761204161
159,0.22617124394184165,1.1712873775023034,21.225326474589494,14.021057152565014,60.79247698717799
160,0.22328548644338117,1.1655387926574368,23.406684592911965,12.184241311181083,71.19476288571653
161,0.22591362126245845,1.1734989300549659,12.607488379125634,8.46830272878464,43.70875244509003
162,0.23208191126279865,1.2227928150158096,22.469854957672343,11.642226352749912,66.8086615228824
163,0.23859649122807017,1.1771107970724093,17.205732349934213,10.721790218364916,82.7272686396891
164,0.24548736462093865,1.1779224359110283,19.364511752862583,14.351989905187668,93.41609989443202
165,0.2531645569620253,1.197438307359402,24.51946880927385,9.908565311297203,50.77015159047845
166,0.26200873362445415,1.2301777991350313,35.1686711502777,10.337542398444086,30.158133936162315
167,0.27149321266968324,1.2075471698113207,27.121066960906234,7.856932588613604,38.70330211112145
168,0.28169014084507044,1.2047724259832082,53.55474451974889,6.540376038463468,31.33318351790726
169,0.2857142857142857,1.201268946069792,45.60941285347727,11.085788956520581,95.54452733762574
170,0.2857142857142857,1.2266032384960204,15.112063848662576,8.403221703032647,42.58222016874436
171,0.2857142857142857,1.2159723642644487,14.549430916888308,6.567483212419817,29.731309976371513
172,0.2857142857142857,1.1923767199384667,15.98096717309527,11.55849602300866,54.901002537348475
173,0.2857142857142857,1.1613223962217252,14.664452908237312,9.409223058415648,44.13626545955236
174,0.2857142857142857,1.1998943754951148,13.685077209727769,9.123533420801571,29.84529835272808
175,0.2857142857142857,1.1935188015897278,22.23920530037016,6.6435990239997444,29.702967746993913
176,0.2857142857142857,1.1797235023041475,18.745111724819026,8.823067959799687,68.40771688933488
177,0.2857142857142857,1.1431811738020983,32.70939288492951,11.671039436914624,34.640700565443005
178,0.2857142857142857,1.1851851851851851,29.930366319445486,16.644707662960286,86.84201789938697
179,0.285012285012285,1.1723763822240767,18.218569991282834,4.7609061543521785,45.41772832020397
180,0.27951807228915665,1.1404305982736382,17.092953629396046,8.570082661822397,39.078102671673584
181,0.27423167848699764,1.1488925925182225,24.01174082150966,6.307455085507117,19.96272889642575
182,0.2691415313225058,1.171008210728129,52.33703660139603,10.820355176517445,38.23595928326709
183,0.26666666666666666,1.1640229216842455,34.92396088155973,5.143688328264016,32.64142241755164
184,0.26666666666666666,1.1349507941147812,14.027959999677044,10.431716902552612,51.387018635942006
185,0.26666666666666666,1.128453937636826,9.144564627836127,5.325879649300953,19.315132481626407
186,0.26666666666666666,1.1885378652097864,6.9695680258175745,7.325434312910357,37.78001995159918
187,0.26666666666666666,1.1918994595298562,12.63694679179936,11.333448457067348,66.72148236815082
188,0.26666666666666666,1.1766998517263292,11.58984194665409,5.183833838357087,27.9655045218448
189,0.26666666666666666,1.159195461578133,16.545502557767502,7.020760582106152,51.750806772767106
190,0.26666666666666666,1.1851851851851851,5.119910612361461,10.931374756612584,44.96638026614438
191,0.26215644820295986,1.1674696314597488,12.862116233671077,7.086993182825459,23.50261835608211
192,0.2577962577962578,1.1190989787152812,15.746027488478031,6.916258633395297,46.62352948412361
193,0.25357873210633947,1.1388888888888888,28.692669684954875,13.759223226325625,33.24566434348732
194,0.25,1.1674561622205601,28.70042442057698,6.3930833785827605,30.973212391162473
195,0.25,1.1504565142241292,19.687602560072293,6.353056847518346,64.12823267035263
196,0.25,1.123421556745768,18.82351462559451,4.100190692547759,88.82051561278399
197,0.25,1.1592155252079268,8.679038258556115,5.6133091608177015,29.46802243908255
