time,breath,heart,delta,theta,alpha
4,0.26666666666666666,1.1764705882352942,249.78935464466585,97.08992205325954,360.965680042062
5,0.26666666666666666,1.1178015501889693,176.12831637686435,80.57808263447102,314.96535334535224
6,0.26666666666666666,1.2036869690945238,96.09364934301837,65.74936170423588,362.94094095815336
7,0.26666666666666666,1.2161559059803628,214.98636418680212,58.466440862182566,170.78764567652507
8,0.26666666666666666,1.2273413897280967,91.92007233036531,53.822231409000025,94.03440105151822
9,0.26666666666666666,1.2181124810248436,386.77264909963606,44.37094483906718,108.09136216635844
10,0.26666666666666666,1.2051712804031847,743.5752500324126,144.38934690261254,374.5773059734876
11,0.26666666666666666,1.2195121951219512,346.8077674505055,63.248659138889536,300.27689303596816
12,0.26666666666666666,1.229895931882687,446.8310101783121,119.96549783148033,578.8244878492911
13,0.26666666666666666,1.247667910447761,305.9777275656168,104.09521635262723,279.02392584146213
14,0.26666666666666666,1.25,300.1564496030699,107.24121176355146,302.581339029631
15,0.26666666666666666,1.2468243111197965,156.09752775088091,173.25989771303165,102.48905239282766
16,0.26666666666666666,1.2481045141724019,399.7187416884233,534.7650877927243,1307.956915648456
17,0.26666666666666666,1.2118756446147045,774.8349316007341,395.8833581678988,773.078815890003
18,0.26666666666666666,1.2048192771084338,112.31553848029877,390.9091326273528,849.9667742347705
19,0.26439232409381663,1.2142141027069178,761.546859789414,320.33317309121895,1249.3397367564444
20,0.259958071278826,1.2370265405384704,291.2196296254865,313.66740158068126,339.9544213993974
21,0.25567010309278354,1.2212429040932176,325.3807533922185,314.8858690424873,1623.185130694509
22,0.2515212981744422,1.2048192771084338,661.702577188294,388.3137856852789,233.57038443012217
23,0.2583518930957684,1.234010534236268,356.5389280159202,465.78846528538475,1216.0534974941443
24,0.27294117647058824,1.2652617157593589,703.3300830859255,411.5184021541134,750.6293989450529
25,0.2892768079800499,1.2777596342259958,377.86790062134276,503.25551331897645,682.178520464808
26,0.3076923076923077,1.2785016286644952,564.7124597706928,309.53019560784537,1300.5952878904357
27,0.2947368421052632,1.2484586929716395,253.4426235970022,357.76234861222264,246.81588055146597
28,0.2828282828282828,1.221607890017932,357.5488876751923,406.28620741145073,1632.533194640185
29,0.27184466019417475,1.2157717748789771,379.32245268046216,316.3685829878061,336.45726602428607
30,0.26666666666666666,1.1308982191602746,58.31368752592448,66.17040085123857,33.07530073889187
31,0.26666666666666666,1.1673151750972772,24.332636761154404,34.784503122743516,27.524213680691968
32,0.26666666666666666,1.176511418060665,39.0724727366365,39.00499079831858,94.56463737725248
33,0.26666666666666666,1.1806699615595824,92.24434861033409,34.31562021319333,110.73356748964625
34,0.2703962703962704,1.1300693958107848,40.550009637148435,51.92890121623099,88.10314365171327
35,0.2755344418052256,1.1377264918479142,43.337774348618375,30.031239352596472,99.42014306530537
36,0.28087167070217917,1.1754162214332495,45.297922134415806,19.239808952341487,59.38170456185284
37,0.28169014084507044,1.1365125114633827,44.00947736956541,54.09235590587917,90.70334400960832
38,0.2531645569620253,1.1595547309833023,72.94731499103747,30.44808148956,122.85324996679543
39,0.2298850574712644,1.1644584073214042,95.65081538042567,30.38233894260014,87.56633259394407
40,0.21052631578947367,1.1780963897046122,57.43857059520673,33.052097966174195,123.73719198569708
41,0.1941747572815534,1.143434211812229,58.8869865623434,35.766340802268104,111.4632379599785
42,0.2,1.1534254747936763,31.875753854367353,23.45163075734474,97.48281632348777
43,0.21428571428571427,1.1635423400129283,36.73649093321259,34.49163843095747,76.8916845351327
44,0.23076923076923078,1.1223416127283743,70.22529352165259,32.207154234321415,84.52543699051907
45,0.25,1.1427833553927107,41.85785701213116,24.36963972579595,66.48336071684514
46,0.26666666666666666,1.1728074727555784,27.569945286717,14.505538206173634,63.199635020093226
47,0.26666666666666666,1.1675777822771145,34.89736317152745,21.903274898584645,61.9976426911731
48,0.26666666666666666,1.1007620660457242,22.805858723311434,18.571725300282434,59.20713517011038
49,0.26666666666666666,1.1124464577362787,56.63953593499661,22.313163026578742,52.56825364806609
50,0.26229508196721313,1.1615025680620361,39.87079432902391,19.446858990212366,52.70386773268624
51,0.25396825396825395,1.157898279982497,30.880710687493917,22.65202872765646,37.372138483578176
52,0.24615384615384617,1.1111111111111116,51.067670046147214,35.10343011237606,66.40810075808585
53,0.23880597014925373,1.1069655576454625,38.46792960126188,25.108269751998638,60.29948150218509
54,0.2337228714524207,1.1323196376577156,24.900336645835186,19.8398038840245,64.59139964113278
55,0.23064250411861617,1.1602488649739366,16.592092026747792,24.670242739271565,63.28603835710274
56,0.22764227642276422,1.132063369892887,24.829849008304315,28.229100164003622,48.16492205699711
57,0.2247191011235955,1.1316544469238123,14.340307234315217,25.29100425844526,53.58558977660775
58,0.22257551669316375,1.1587137275854007,25.882202347081538,31.54146321566173,74.66834093147344
59,0.22544283413848631,1.1438177802683194,28.933635996545462,35.91795482869334,88.23505014887836
60,0.22838499184339311,1.0937171359033682,39.4003560706742,26.842265943280623,72.83062641130047
61,0.23140495867768596,1.11454912856782,35.83335393101301,26.356497900923923,77.13874724301459
62,0.23450586264656617,1.1627906976744187,33.90168916318075,36.047045395106245,61.370643811467154
63,0.24060150375939848,1.1660320913788413,19.185368537097105,21.521963920177072,80.83275566648128
64,0.24806201550387597,1.1523730224812656,28.665022692943616,20.688078583897486,79.35645259971568
65,0.256,1.1377633711507293,34.5303732925288,21.99886064688344,58.101137415684335
66,0.2644628099173554,1.1363636363636365,34.84503978987241,34.09716004149615,72.04399945801565
67,0.2632696390658174,1.1770015971113117,48.378102350664804,37.029774932891755,88.33384075961347
68,0.2588726513569937,1.1816375614346961,60.592443046965016,18.595034585793744,71.97272040457497
69,0.2546201232032854,1.1734746550122164,43.82461877591336,29.789618353058,87.282932929508
70,0.2505050505050505,1.1737574005231999,104.84661206234249,26.969343434062175,64.02059164022616
71,0.24372759856630827,1.1764705882352942,51.76756275494848,25.370905785669027,89.21344814665783
72,0.23693379790940766,1.203955854951986,56.82062720935962,29.98421919869388,106.33680552695557
73,0.23050847457627122,1.1542603311347432,78.07214374841227,22.50528419111777,88.24243999617666
74,0.22442244224422442,1.1879087855753938,29.32693336106656,53.53917221865878,96.34927107371487
75,0.2190201729106628,1.183266234902852,102.07457784751666,26.683360399858206,64.36382169836266
76,0.21408450704225354,1.193723212071837,66.90216724797374,26.036767561341644,91.08792233551192
77,0.209366391184573,1.1984021304926762,60.196109323867724,20.502950103960305,63.116550599155616
78,0.20485175202156333,1.2048192771084338,99.56452701703478,19.29006700377659,58.30252512003963
79,0.20052770448548815,1.2135563119727701,116.83502321789625,22.426886978164113,64.08341202584307
80,0.22262118491921004,1.2266706803130638,336.68967785012103,51.41589736130965,247.7321436798538
81,0.25567010309278354,1.1980369515011533,559.5576538878516,216.60701636509697,781.2665356837467
82,0.30024213075060535,1.1971126357918813,193.31017446828665,64.20832947500531,225.7804202651816
83,0.36363636363636365,1.2107256926390872,56.47883853879658,57.27357614396696,198.20529147848268
84,0.32047477744807124,1.2471346983177274,65.84825706018475,42.785681783909084,130.16442771677973
85,0.2864721485411141,1.2518092555646843,40.756716398010155,22.63807977573864,77.95331548362233
86,0.2589928057553957,1.2443131002838579,20.37415774957117,34.331600885987434,68.76130441117658
87,0.24548736462093865,1.2738853503184713,17.18905336840035,31.377413487128823,56.99826161132261
88,0.23859649122807017,1.2551480682486738,33.48717436432767,25.843704421829113,51.17898584178343
89,0.23208191126279865,1.1549988214297682,36.60214702544772,31.946789589571736,36.72350349358164
90,0.22591362126245845,1.1917960088691855,23.40871472001947,30.547813983379243,48.66918505017211
91,0.22442244224422442,1.1916726489590797,37.29838474245841,26.873712125370442,28.538004046241376
92,0.23050847457627122,1.2133057973152388,55.457395334411764,34.597274511945194,27.77715017904135
93,0.23693379790940766,1.222338516746412,62.61457646045183,24.83091549269795,39.030469141283604
94,0.24372759856630827,1.222475606564731,39.48934176012221,23.000053110461266,54.959367638720266
95,0.2505050505050505,1.2319552565943628,31.823753405914076,16.481276152298808,47.74675958215036
96,0.2546201232032854,1.211744032801288,57.70436570824908,30.243768071739673,42.95824060640624
97,0.2588726513569937,1.210537935094563,187.92727544958504,39.97762237576154,24.22573436676333
98,0.2632696390658174,1.2269938650306749,315.73313654199154,83.7847511833939,52.34914032830494
99,0.2634730538922156,1.1593412214000682,235.33735275245218,43.59482527997244,16.964660241442047
100,0.2514285714285714,1.1928360285167843,320.88475322599595,84.69065330235661,52.852272282732976
101,0.24043715846994534,1.2084592145015056,247.5224263930286,41.76648870229098,13.565422468540175
102,0.23036649214659685,1.1532125205930837,266.5604579829347,77.58258813900402,57.41888762415186
103,0.22188905547226387,1.1904761904761905,110.43126607557116,23.94843378426491,23.04815213149434
104,0.21925925925925926,1.1863273136902872,76.72944611460372,11.033768480814569,11.565771777008116
105,0.21669106881405564,1.1624349954114395,97.50094003611639,24.10029353565355,25.845703924282944
106,0.21418234442836467,1.149958574979287,57.51147198371223,40.824421213007874,536.1938050838505
107,0.2117310443490701,1.1858689863305538,8.155634699666352,6.766097808082744,599.8243742871524
108,0.2117310443490701,1.203820508199674,11.954211110273995,4.659717860934881,598.4540286348822
109,0.21418234442836467,1.1640892017190596,14.386024258531776,3.973531974591613,598.6687188814901
110,0.21669106881405564,1.1594785697530259,11.698751439947257,3.7913258432535786,599.3761542363778
111,0.21925925925925926,1.158912508843445,13.665340447041459,3.465985150877674,598.2302383964255
112,0.22188905547226387,1.1689150158007418,10.945430978943897,3.602552774880077,599.1051462718068
113,0.2247191011235955,1.171242550552896,13.739973163849601,3.54478687638799,598.8261428419613
114,0.22764227642276422,1.1897996874556056,11.976349017863777,3.3750153169930006,598.8718898331379
115,0.23064250411861617,1.2121657361151932,13.098425283236173,3.3397643954805276,598.3661090790125
116,0.2337228714524207,1.198729058347774,11.752134073189575,3.3740408551721117,598.6698699513538
117,0.23529411764705882,1.1313104891446468,12.564925574809415,3.6055824288992566,598.9904182246465
118,0.23529411764705882,1.1832047747024532,9.807450104713087,3.0073758371866846,598.9954367904302
119,0.23529411764705882,1.1779422495569691,11.82723066143445,3.1126458474375465,598.514242193869
120,0.23529411764705882,1.2005062375700624,10.289237109767493,3.1380846543505125,599.0365216685013
121,0.23450586264656617,1.231667108803578,12.071370811209977,2.9901297420965642,599.0356039192925
122,0.23140495867768596,1.1584338798941198,11.478416749012816,3.330431222148592,598.805728588124
123,0.22838499184339317,1.1971017536490636,11.800584758529872,3.1917234177361364,598.7446963110855
124,0.22544283413848631,1.1756087350868651,10.408594020217983,3.2827665289485344,598.7877267261005
125,0.22257551669316375,1.1995402959344912,11.37013987249353,3.1824855401819825,599.1500551458396
126,0.21390374331550802,1.1826452064380677,9.755011505321143,2.9170227802702864,598.8029694949159
127,0.20512820512820512,1.1867977528089897,11.195067713429244,3.254118769718337,599.1384479399079
128,0.19704433497536944,1.1904761904761905,10.415772116156052,3.1226158494848812,599.0316460440292
129,0.1895734597156398,1.1976891644356722,11.375805854723456,3.2615207159520976,599.1067957013586
130,0.18264840182648404,1.163425452064145,10.294830962197238,3.0903645623237166,598.7940635792977
131,0.21763602251407127,1.1907715207144622,11.635016906832398,3.308918893450364,598.2955892881547
132,0.28087167070217917,1.2075718015665815,9.59791509230518,3.284428544307691,599.173939014738
133,0.3959044368600683,1.2261886905654724,10.642004168838016,3.057419144100481,598.8411928920552
134,0.5176470588235293,1.172105281409302,10.132156274843428,2.986713095113821,598.7545176310812
135,0.37606837606837606,1.2078270127390902,11.25681004559273,2.803292541222923,598.78707245955
136,0.29530201342281875,1.226947685359427,11.04587017816513,3.2371450314305314,599.2808323504909
137,0.2748091603053435,1.169307410226246,11.48080417303838,3.135031921003456,598.501558088857
138,0.29268292682926833,1.2045624133887691,10.162209319640436,3.203385050036064,598.7811321746785
139,0.31304347826086953,1.2209737827715368,10.633455052580622,2.8883002417715926,599.3312051037923
140,0.33587786259541985,1.2063765618267914,9.461192753790552,3.1720932707788627,598.7567394610322
141,0.35772357723577236,1.1872886133032756,10.510806552396684,3.001425906951777,599.2779025006718
142,0.38260869565217387,1.2216535285986472,10.793283647633668,2.967378089336671,598.6934307455734
