0.125 -50.2
0.375 -70.16
0.625 -30.8
0.875 -64.82
1.125 -12.18
1.375 -58.48
1.625 -5.98
1.875 -50.68
2.125 -5.6
2.375 -38.76
2.625 -12.92
2.875 -23.58
3.125 -18.98
3.375 -4.1
3.625 -20.54
3.875 14.66
4.125 -24.18
4.375 22.1
4.625 -25.38
4.875 25.04
5.125 -22.68
5.375 21.64
5.625 -12.5
5.875 16.14
6.125 5.5
6.375 29.22
6.625 65.52
6.875 47.5
7.125 76.7
7.375 40.38
7.625 82.24
7.875 34.62
8.125 82.3
8.375 36.62
8.625 79.48
8.875 45.92
9.125 78.02
9.375 63.16
9.625 68.1
9.875 72.62
10.125 55.64
10.375 82.66
10.625 46.34
10.875 87.52
11.125 43.24
11.375 89.08
11.625 40.42
11.875 82.48
12.125 46.6
12.375 75.4
12.625 59.48
12.875 67.14
13.125 70.92
13.375 59.8
13.625 85.24
13.875 50.48
14.125 89.94
14.375 45.36
14.625 90.42
14.875 39.46
15.125 83.44
15.375 47.5
15.625 81.52
15.875 60.44
16.125 66.06
16.375 39.8
16.625 -13.04
16.875 13.52
17.125 -17.2
17.375 25.12
17.625 -24.72
17.875 20.06
18.125 -30.56
18.375 21.54
18.625 -18.6
18.875 15.2
19.125 -8.78
19.375 0.44
19.625 -6.2
19.875 -15.3
20.125 5.88
20.375 -17.38
20.625 24.54
20.875 -25.34
21.125 24.16
21.375 -26.98
21.625 15.86
21.875 -29.1
22.125 6.58
22.375 -17.42
22.625 1.4
22.875 -2.12
23.125 -14.44
23.375 6.64
23.625 -23.62
23.875 14.48
24.125 -30.4
24.375 21.1
24.625 -35.34
24.875 11.62
25.125 -29.6
25.375 8.8
25.625 -15.6
25.875 -0.78
26.125 -7.88
26.375 -13.82
26.625 4.24
26.875 -28.42
27.125 13.46
27.375 -28.74
27.625 19.76
27.875 -28.44
28.125 19.1
28.375 -26.94
28.625 11.36
28.875 -19.0
29.125 -0.9
29.375 -10.8
29.625 -15.44
29.875 0.96
30.125 -22.56
30.375 15.0
30.625 -29.0
30.875 19.46
31.125 -30.52
31.375 17.6
31.625 -32.0
31.875 6.86
32.125 -25.16
32.375 -0.58
32.625 -6.84
32.875 -7.96
33.125 6.3
33.375 -21.46
33.625 8.14
33.875 -34.88
34.125 12.44
34.375 -36.3
34.625 17.92
34.875 -27.92
35.125 12.64
35.375 -21.5
35.625 1.08
35.875 -14.74
36.125 -16.06
36.375 -2.18
36.625 -19.48
36.875 14.48
37.125 -27.36
37.375 23.02
37.625 -27.68
37.875 21.3
38.125 -26.58
38.375 15.18
38.625 -19.84
38.875 5.72
39.125 -7.52
39.375 -8.38
39.625 -1.98
39.875 -19.2
40.125 13.32
40.375 -24.82
40.625 19.7
40.875 -29.8
41.125 19.92
41.375 -33.84
41.625 8.38
41.875 -20.9
42.125 8.08
42.375 -10.56
42.625 -6.92
42.875 -2.86
43.125 -22.02
43.375 7.72
43.625 -27.24
43.875 18.64
44.125 -30.04
44.375 19.7
44.625 -30.7
44.875 10.32
45.125 -28.52
45.375 0.94
45.625 -17.26
45.875 -5.66
46.125 0.92
46.375 -12.54
46.625 16.92
46.875 -18.76
47.125 23.38
47.375 -26.56
47.625 23.94
47.875 -26.48
48.125 18.2
48.375 -21.92
48.625 9.1
48.875 -11.12
49.125 -0.64
49.375 3.2
49.625 -7.3
49.875 17.52
50.125 -16.86
50.375 24.3
50.625 -24.36
50.875 25.26
51.125 -26.94
51.375 17.8
51.625 -23.98
51.875 9.02
52.125 -13.14
52.375 -1.32
52.625 0.58
52.875 -9.06
53.125 15.26
53.375 -17.44
53.625 23.52
53.875 -24.82
54.125 24.22
54.375 -26.84
54.625 19.0
54.875 -25.26
55.125 9.0
55.375 -14.88
55.625 0.88
55.875 1.26
56.125 -7.6
56.375 11.76
56.625 -19.08
56.875 19.52
57.125 -27.38
57.375 20.78
57.625 -31.66
57.875 17.14
58.125 -25.68
58.375 14.14
58.625 -10.66
58.875 4.6
59.125 0.64
59.375 -7.18
59.625 10.94
59.875 -20.78
60.125 14.58
60.375 -60.6
60.625 -7.22
60.875 -2.28
61.125 -2.0
61.375 -2.06
61.625 -2.24
61.875 -2.2
62.125 -18.02
62.375 -149.7
62.625 -333.02
62.875 -520.28
63.125 -737.58
63.375 -873.78
63.625 -913.1
63.875 -872.6
64.125 -966.18
64.375 -1250.76
64.625 -1538.48
64.875 -1114.94
65.125 -253.74
65.375 55.08
65.625 -621.52
65.875 -110.72
66.125 -123.04
66.375 -489.6
66.625 -741.5
66.875 -543.6
67.125 -188.78
67.375 334.6
67.625 690.28
67.875 764.84
68.125 527.96
68.375 223.96
68.625 142.98
68.875 62.26
69.125 157.24
69.375 100.24
69.625 -334.58
69.875 -628.28
70.125 -750.5
70.375 -796.42
70.625 -703.56
70.875 -350.5
71.125 225.56
71.375 658.98
71.625 849.38
71.875 747.92
72.125 600.64
72.375 536.34
72.625 518.76
72.875 320.26
73.125 -10.3
73.375 -276.88
73.625 -508.82
73.875 -669.26
74.125 -700.58
74.375 -579.04
74.625 -467.54
74.875 -268.8
75.125 318.54
75.375 716.6
75.625 892.34
75.875 943.32
76.125 911.86
76.375 744.74
76.625 532.02
76.875 343.48
77.125 303.36
77.375 127.92
77.625 -164.64
77.875 -446.2
78.125 -661.84
78.375 -794.86
78.625 -815.28
78.875 -718.1
79.125 -524.42
79.375 0.08
79.625 608.66
79.875 830.06
80.125 941.12
80.375 941.74
