0.125 0.0
0.375 0.0
0.625 0.0
0.875 0.0
1.125 0.0
1.375 0.0
1.625 4.0
1.875 -0.4
2.125 -19.2
2.375 -5651.4
2.625 -7201.4
2.875 -5594.2
3.125 -3984.2
3.375 -1982.0
3.625 157.6
3.875 1750.4
4.125 3257.4
4.375 4212.4
4.625 3844.0
4.875 5666.2
5.125 8351.0
5.375 10446.2
5.625 12000.6
5.875 12950.0
6.125 13008.4
6.375 11729.2
6.625 10166.4
6.875 8700.6
7.125 7184.6
7.375 5467.4
7.625 4043.2
7.875 2932.8
8.125 5229.6
8.375 7837.8
8.625 9142.2
8.875 9646.2
9.125 9406.4
9.375 8081.6
9.625 2884.6
9.875 -2957.4
10.125 -6982.4
10.375 -9312.8
10.625 -7804.4
10.875 -3746.0
11.125 -486.8
11.375 1388.0
11.625 2373.2
11.875 2902.6
12.125 890.6
12.375 -4245.8
12.625 -7861.2
12.875 -10086.4
13.125 -10245.8
13.375 -7044.6
13.625 -3525.4
13.875 -869.4
14.125 823.4
14.375 1691.2
14.625 2396.6
14.875 3007.0
15.125 2401.8
15.375 1461.2
15.625 -624.8
15.875 -3856.6
16.125 -6866.2
16.375 -9152.4
16.625 -10216.8
16.875 -7128.8
17.125 -2722.6
17.375 446.4
17.625 2410.4
17.875 3598.2
18.125 3938.2
18.375 4011.2
18.625 4427.4
18.875 3860.8
19.125 833.6
19.375 -2484.0
19.625 -5015.6
19.875 -6674.8
20.125 -4870.4
20.375 -1479.6
20.625 1212.4
20.875 3121.4
21.125 4350.4
21.375 4990.4
21.625 5539.4
21.875 5732.2
22.125 4372.6
22.375 4083.2
22.625 4453.0
22.875 3671.8
23.125 3020.8
23.375 2298.2
23.625 -331.4
23.875 -3376.6
24.125 -5931.2
24.375 -7867.8
24.625 -7277.8
24.875 -3840.8
25.125 -478.2
25.375 1945.6
25.625 3591.4
25.875 4555.0
26.125 5224.2
26.375 5750.0
26.625 4746.6
26.875 254.4
27.125 -3889.8
27.375 -5957.2
27.625 -7792.4
27.875 -9005.4
28.125 -6218.6
28.375 -1961.8
28.625 1519.8
28.875 3891.8
29.125 5282.6
29.375 6216.8
29.625 6828.0
29.875 7117.6
30.125 7280.6
30.375 4981.4
30.625 -420.4
30.875 -4603.6
31.125 -7195.0
31.375 -8796.4
31.625 -9702.2
31.875 -11514.0
32.125 -13814.8
32.375 -14908.8
32.625 -15848.6
32.875 -16339.8
33.125 -15697.6
33.375 -13714.6
33.625 -8460.0
33.875 -6130.0
34.125 -2250.0
34.375 896.6
34.625 2342.4
34.875 3164.6
35.125 3785.4
35.375 4244.4
35.625 4558.8
35.875 4861.4
36.125 5101.4
36.375 5080.6
36.625 4805.2
36.875 4607.8
37.125 4179.4
37.375 2313.0
37.625 -792.8
37.875 -3872.2
38.125 -4615.8
38.375 -1066.8
38.625 3205.6
38.875 6362.4
39.125 8530.8
39.375 9821.6
39.625 10603.0
39.875 11029.8
40.125 11023.6
40.375 10287.4
40.625 6538.4
40.875 2199.6
41.125 -1457.2
41.375 -4038.2
41.625 -4526.6
41.875 -1606.4
42.125 1742.2
42.375 4283.8
42.625 6033.4
42.875 7020.8
43.125 7582.4
43.375 8003.8
43.625 8047.4
43.875 7901.6
44.125 7045.6
44.375 3889.0
44.625 484.4
44.875 -2175.6
45.125 -4211.2
45.375 -4970.2
45.625 -2577.8
45.875 543.8
46.125 2982.8
46.375 4695.4
46.625 5650.8
46.875 6222.2
47.125 6659.6
47.375 6614.6
47.625 6627.2
47.875 6785.4
48.125 6419.0
48.375 6031.2
48.625 6144.2
48.875 5196.4
49.125 2883.6
49.375 519.6
49.625 -2478.8
49.875 -5972.8
50.125 -8871.4
50.375 -10891.6
50.625 -12411.2
50.875 -13314.4
51.125 -10393.6
51.375 -5133.8
51.625 -785.0
51.875 2471.0
52.125 4803.0
52.375 6426.4
