0 0.0 NA
30 0.0 NA
60 -0.5 awake
90 -0.5 awake
120 -0.5 awake
150 -0.5 awake
180 -0.5 awake
210 -0.5 awake
240 -0.5 awake
270 -0.5 awake
300 -0.5 awake
330 -0.5 awake
360 -0.5 awake
390 -0.5 awake
420 -0.5 awake
450 -0.5 awake
480 -0.5 awake
510 -0.5 awake
540 -2.0 LS
570 -2.0 LS
600 -2.0 LS
630 -2.0 LS
660 -2.0 LS
690 -2.0 LS
720 -2.5 LS
750 -2.5 LS
780 -2.5 LS
810 -2.5 LS
840 -2.5 LS
870 -2.5 LS
900 -2.5 LS
930 -0.5 awake
960 -0.5 awake
990 -0.5 awake
1020 -2.0 awake
1050 -0.5 awake
1080 -0.5 awake
1110 -0.5 awake
1140 -0.5 awake
1170 -0.5 awake
1200 -0.5 awake
1230 -0.5 awake
1260 -0.5 awake
1290 -0.5 awake
1320 -0.5 awake
1350 -0.5 awake
1380 -2.0 LS
1410 -2.5 LS
1440 -2.5 LS
1470 -2.5 LS
1500 -2.5 LS
1530 -2.5 LS
1560 -2.5 LS
1590 -2.5 LS
1620 -2.5 LS
1650 -2.5 LS
1680 -2.5 LS
1710 -2.5 LS
1740 -2.5 LS
1770 -2.5 LS
1800 -2.5 LS
1830 -2.5 LS
1860 -2.5 LS
1890 -2.5 LS
1920 -2.5 LS
1950 -2.5 LS
1980 -2.5 LS
2010 -2.5 LS
2040 -3.0 DS
2070 -3.0 DS
2100 -3.0 DS
2130 -3.0 DS
2160 -3.0 DS
2190 -3.0 DS
2220 -3.0 DS
2250 -3.5 DS
2280 -3.5 DS
2310 -3.5 DS
2340 -3.5 DS
2370 -3.5 DS
2400 -3.5 DS
2430 -3.5 DS
2460 -3.5 DS
2490 -3.5 DS
2520 -3.5 DS
2550 -3.5 DS
2580 -3.5 DS
2610 -3.5 DS
2640 -3.5 DS
2670 -3.5 DS
2700 -3.5 DS
2730 -3.5 DS
2760 -3.5 DS
2790 -3.5 DS
2820 -3.5 DS
2850 -3.5 DS
2880 -3.5 DS
2910 -3.5 DS
2940 -3.5 DS
2970 -3.5 DS
3000 -3.5 DS
3030 -3.5 DS
3060 -3.5 DS
3090 -3.5 DS
3120 -3.5 DS
3150 -3.5 DS
3180 -3.5 DS
3210 -3.5 DS
3240 -3.5 DS
3270 -3.5 DS
3300 -3.5 DS
3330 -3.5 DS
3360 -3.5 DS
3390 -3.5 DS
3420 -3.5 DS
3450 -3.5 DS
3480 -3.5 DS
3510 -3.5 DS
3540 -3.5 DS
3570 -3.5 DS
3600 -3.5 DS
3630 -3.5 DS
3660 -3.5 DS
3690 -3.5 DS
3720 -3.5 DS
3750 -3.5 DS
3780 -3.5 DS
3810 -3.5 DS
3840 -3.5 DS
3870 -3.5 DS
3900 -3.5 DS
3930 -3.5 DS
3960 -3.5 DS
3990 -3.5 DS
4020 -3.5 DS
4050 -3.5 DS
4080 -3.5 DS
4110 -3.5 DS
4140 -3.5 DS
4170 -3.5 DS
4200 -3.5 DS
4230 -3.5 DS
4260 -3.5 DS
4290 -3.5 DS
4320 -3.5 DS
4350 -3.5 DS
4380 -3.5 DS
4410 -3.5 DS
4440 -3.5 DS
4470 -3.5 DS
4500 -3.5 DS
4530 -3.5 DS
4560 -3.5 DS
4590 -3.5 DS
4620 -3.5 DS
4650 -3.5 DS
4680 -3.5 DS
4710 -3.5 DS
4740 -3.5 DS
4770 0.0 NA
4800 -2.5 LS
4830 -2.5 LS
4860 -2.5 LS
4890 -2.5 LS
4920 -2.5 LS
4950 -2.5 LS
4980 -2.5 LS
5010 -2.5 LS
5040 -2.5 LS
5070 -2.5 LS
5100 -2.5 LS
5130 -2.5 LS
5160 -2.5 LS
5190 -2.5 LS
5220 -2.5 LS
5250 -2.5 LS
5280 -2.5 LS
5310 -2.5 LS
5340 -2.5 LS
5370 -2.5 LS
5400 -2.5 LS
5430 -2.5 LS
5460 0.0 LS
5490 -2.0 LS
5520 -2.0 LS
5550 -2.5 LS
5580 -2.5 LS
5610 -2.5 LS
5640 -2.5 LS
5670 -2.5 LS
5700 -2.5 LS
5730 -2.5 LS
5760 -2.5 LS
5790 -2.5 LS
5820 -2.5 LS
5850 -2.5 LS
5880 -2.5 LS
5910 -2.5 LS
5940 -2.5 LS
5970 -2.5 LS
6000 -2.5 LS
6030 -2.5 LS
6060 -2.5 LS
6090 -2.5 LS
6120 -2.5 LS
6150 -2.5 LS
6180 -2.5 LS
6210 -2.5 LS
6240 -2.5 LS
6270 -2.5 LS
6300 -2.5 LS
6330 -2.5 LS
6360 -2.5 LS
6390 -2.5 LS
6420 -2.5 LS
6450 -2.5 LS
6480 -2.5 LS
6510 -2.5 LS
6540 -2.5 LS
6570 -2.5 LS
6600 -2.5 LS
6630 -2.5 LS
6660 -2.5 LS
6690 -2.5 LS
6720 -2.5 LS
6750 -2.5 LS
6780 -2.5 LS
6810 -2.5 LS
6840 -2.5 LS
6870 -2.5 LS
6900 -2.5 LS
6930 -2.5 LS
6960 -2.5 LS
6990 -2.5 LS
7020 -2.5 LS
7050 -2.5 LS
7080 -2.5 LS
7110 -0.5 awake
7140 -0.5 awake
7170 -0.5 awake
7200 -2.0 LS
7230 -2.0 LS
7260 -2.5 LS
7290 -2.5 LS
7320 -2.5 LS
7350 -2.5 LS
7380 -2.5 LS
7410 -2.5 LS
7440 -2.5 LS
7470 -2.5 LS
7500 -2.5 LS
7530 -2.5 LS
7560 -2.5 LS
7590 -2.5 LS
7620 -2.5 LS
7650 -2.5 LS
7680 -1.0 REM
7710 -1.5 REM
7740 -1.0 REM
7770 -1.5 REM
7800 -1.0 REM
7830 -1.5 REM
7860 -0.5 awake
7890 -2.0 LS
7920 -2.0 LS
7950 -2.5 LS
7980 -2.5 LS
8010 -2.5 LS
8040 -2.5 LS
8070 -2.5 LS
8100 -2.5 LS
8130 -2.5 LS
8160 -2.5 LS
8190 -2.5 LS
8220 -2.5 LS
8250 -2.5 LS
8280 -2.5 LS
8310 -2.5 LS
8340 -2.5 LS
8370 -2.5 LS
8400 -2.5 LS
8430 -2.5 LS
8460 -2.5 LS
8490 -2.5 LS
8520 -2.5 LS
8550 -2.5 LS
8580 -2.5 LS
8610 -2.5 LS
8640 -2.5 LS
8670 -2.5 LS
8700 -2.5 LS
8730 -2.5 LS
8760 -2.5 LS
8790 -2.5 LS
8820 -2.5 LS
8850 -2.5 LS
8880 -2.5 LS
8910 -2.5 LS
8940 -2.5 LS
8970 -2.5 LS
9000 -2.5 LS
9030 -2.5 LS
9060 -3.0 LS
9090 -2.5 LS
9120 -3.0 DS
9150 -3.0 DS
9180 -3.0 DS
9210 -3.0 DS
9240 -3.0 DS
9270 -2.5 LS
9300 -2.5 LS
9330 -2.5 LS
9360 -3.0 LS
9390 -2.5 LS
9420 -2.5 LS
9450 -2.5 LS
9480 -2.5 LS
9510 -3.0 DS
9540 -3.0 DS
9570 -3.5 DS
9600 -3.5 DS
9630 -3.5 DS
9660 -3.5 DS
9690 -3.5 DS
9720 -3.5 DS
9750 -3.5 DS
9780 -3.5 DS
9810 -3.5 DS
9840 -3.5 DS
9870 -3.5 DS
9900 -3.5 DS
9930 -3.5 DS
9960 -3.5 DS
9990 -3.5 DS
10020 -3.5 DS
10050 -3.5 DS
10080 -3.5 DS
10110 -3.5 DS
10140 -3.5 DS
10170 -3.5 DS
10200 -3.5 DS
10230 -3.5 DS
10260 -3.5 DS
10290 -3.5 DS
10320 -3.5 DS
10350 -3.5 DS
10380 -2.5 LS
10410 -2.5 LS
10440 -2.5 LS
10470 -3.0 LS
10500 -2.5 LS
10530 -2.5 LS
10560 -2.5 LS
10590 -2.5 LS
10620 -2.5 LS
10650 -2.5 LS
10680 -2.5 LS
10710 -2.5 LS
10740 -2.5 LS
10770 -2.5 LS
10800 -2.5 LS
10830 -2.5 LS
10860 -2.5 LS
10890 -2.5 LS
10920 -2.5 LS
10950 -2.5 LS
10980 -2.5 LS
11010 -2.5 LS
11040 -2.5 LS
11070 -2.5 LS
11100 -2.5 LS
11130 -2.5 LS
11160 -1.0 REM
11190 -1.5 REM
11220 -1.0 REM
11250 -1.5 REM
11280 -1.0 REM
11310 -1.5 REM
11340 -1.0 REM
11370 -1.5 REM
11400 -1.0 REM
11430 -1.5 REM
11460 -2.0 LS
11490 -2.0 LS
