3.375	9.125	30702.4	-10882.6	25
10.375	11.625	-518.4	-8689.2	200
12.875	14.375	-2108.4	-7096.0	200
16.375	18.125	1926.8	-5918.8	200
19.875	21.375	-717.4	-5190.4	200
24.375	26.125	1007.2	-4257.6	200
27.875	29.875	6618.2	-5022.8	200
32.875	35.125	18630.0	-18708.8	25
37.875	40.125	3152.4	-6731.4	200
41.375	43.625	1809.0	-5896.4	200
45.375	48.125	1370.0	-6454.4	200
50.875	53.375	8003.2	-5418.2	200
54.625	56.625	7995.8	-5644.0	200
58.625	61.125	5424.4	-5853.2	200
62.625	64.125	1258.4	-5333.2	200
66.125	67.875	2415.8	-5498.4	200
69.375	71.125	1633.2	-4763.2	50
79.875	81.875	2143.0	-3420.8	200
83.875	85.875	5155.4	-3375.2	200
92.875	95.375	2551.0	-3711.0	200
97.125	99.375	6774.0	-3887.6	200
100.875	103.375	3636.2	-4390.8	200
105.125	107.125	2651.6	-3576.8	200
108.875	111.125	6041.6	-3690.2	200
112.875	115.375	2793.8	-5381.4	200
116.875	119.375	3384.6	-14106.0	200
120.375	121.375	10569.2	-27705.0	25
125.125	127.375	1793.4	-7273.0	200
129.125	131.125	3006.2	-6650.8	200
132.875	135.375	4515.0	-6423.8	200
136.875	139.375	4297.8	-6701.8	200
140.875	143.125	621.2	-5952.8	200
144.375	146.625	5140.4	-5651.6	200
148.375	150.625	6464.2	-5011.2	200
152.375	154.375	1858.0	-4339.4	200
156.375	158.375	2368.8	-4122.0	200
160.125	161.875	3311.6	-3517.4	200
162.875	165.625	6350.4	-4359.8	200
166.875	169.375	2015.4	-3711.0	200
175.125	177.375	3671.8	-3475.4	200
178.875	181.125	6165.6	-3610.4	200
182.375	184.625	4128.6	-4104.0	50
193.375	195.625	2222.4	-3448.6	200
197.125	199.375	4479.4	-3938.0	200
200.625	202.875	1963.2	-3545.2	200
204.375	206.125	2458.2	-3333.6	200
207.625	209.875	2843.4	-3612.4	200
211.125	213.125	2237.2	-3478.4	25
218.625	220.625	20477.4	-1156.2	25
222.125	224.375	9606.6	-2735.0	200
225.875	227.125	3130.4	-4959.8	200
228.625	231.375	8778.4	-8051.4	200
232.875	235.375	2801.4	-6330.4	200
237.375	239.625	1703.4	-6245.2	200
240.875	242.625	108.2	-12061.6	200
245.125	247.625	5367.8	-7856.4	200
249.375	252.125	2516.2	-21264.6	200
253.875	255.375	-1667.0	-9157.4	200
257.125	259.125	941.8	-8896.2	200
261.375	263.625	3947.0	-7081.2	200
264.875	266.125	-1054.4	-5911.6	200
267.625	269.875	11037.6	-6111.4	200
271.375	273.625	6916.2	-6162.0	200
274.875	275.875	1224.6	-9202.6	200
277.125	279.375	9864.6	-6584.6	200
280.625	282.625	2958.6	-7128.2	200
284.375	286.375	5253.6	-6749.2	200
288.125	290.625	5118.6	-7507.2	200
292.375	294.125	630.2	-6215.0	200
295.625	298.625	7576.6	-7906.2	200
300.625	302.875	5478.0	-7302.0	200
304.125	308.625	6025.4	-7665.4	200
310.125	312.375	5677.0	-7656.4	200
314.125	316.125	5189.8	-7400.4	200
317.375	319.875	-98.0	-15306.4	200
321.625	322.625	2101.6	-5202.2	200
324.125	325.875	6066.2	-5034.2	200
326.875	328.375	17609.0	2504.2	200
329.875	331.625	17517.4	-1817.8	200
332.875	334.625	9017.2	-2200.8	200
335.875	338.875	5577.0	-6370.0	200
341.125	343.125	6421.6	-5398.4	200
344.625	346.875	3008.0	-5253.2	200
348.625	350.875	2370.0	-5885.4	200
352.375	355.125	4585.0	-7796.0	200
356.625	359.125	2163.0	-6214.8	200
360.875	363.625	1190.0	-5546.8	200
365.625	367.375	-2090.0	-4458.0	200
368.875	371.875	450.8	-4749.6	200
373.375	375.875	5526.4	-4871.2	200
377.375	380.375	5327.2	-7831.8	200
381.625	382.875	1462.4	-2487.0	200
384.375	387.125	9542.8	-7904.4	200
388.625	390.125	5794.8	-3478.2	200
391.625	393.375	4655.4	-4030.0	200
394.875	396.875	3614.0	-4354.8	200
398.625	401.375	1993.6	-5766.8	200
402.875	404.375	-1341.8	-4299.0	200
405.875	408.125	288.8	-4452.2	200
409.625	411.125	1805.0	-6737.6	200
413.125	415.625	7774.8	-5346.6	200
417.125	419.375	3784.8	-5060.2	200
420.875	422.625	1861.8	-4093.4	200
424.125	426.875	1923.4	-5106.2	200
428.375	430.875	18.0	-4930.2	200
432.375	434.875	3251.2	-5326.0	200
436.375	438.625	3645.8	-5147.0	200
440.375	442.375	3583.2	-5013.4	200
443.875	446.375	1963.2	-5653.0	200
447.875	450.875	1163.2	-4114.6	200
452.875	454.875	648.0	-3313.6	200
456.375	458.875	6753.4	-5297.6	200
460.375	462.875	3707.4	-5641.2	200
464.375	466.875	1744.2	-4532.2	200
468.375	470.875	1568.4	-5218.6	200
472.125	474.625	3961.8	-5179.4	200
475.875	478.625	4727.8	-5308.6	200
480.125	483.125	1858.6	-5172.2	200
484.375	487.125	2624.0	-5307.6	200
488.625	491.375	3274.2	-5380.8	200
492.625	495.625	2436.4	-1981.0	200
497.125	499.375	7908.4	-3115.0	200
500.625	502.625	4788.6	-4840.0	200
504.625	507.625	5130.8	-22109.8	25
510.125	512.125	9142.4	-10712.6	200
513.875	514.875	14785.0	-1638.4	200
517.125	519.875	15554.4	-13195.6	200
521.125	522.875	7713.8	-7310.6	200
524.125	525.875	3257.0	-6193.4	200
527.125	529.375	3389.8	-6660.6	200
533.625	535.625	17162.2	8723.0	200
536.875	539.625	21448.0	-5183.6	200
541.375	545.375	4718.4	-24883.4	200
